what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.ibm.rcp.tools.platformbuilder,6.2.2.20100816-1002,com.ibm.rcp.tools.platformbuilder,1350582006395
stopped,bundle,com.ibm.rcp.tools.webstart,6.2.2.20100816-1002,com.ibm.rcp.tools.webstart,1350582006395
stopped,bundle,com.ibm.rcp.tools.platform,6.2.2.20100816-1002,com.ibm.rcp.tools.platform,1350582006395
stopped,bundle,com.ibm.rcp.tools.plugin.templates,6.2.2.20100816-1002,com.ibm.rcp.tools.plugin.templates,1350582006397
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1350582006397
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1350582006397
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1350582006397
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1350582006397
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1350582006397
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1350582006397
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1350582006398
stopped,bundle,com.ibm.collaboration.realtime.toolkit.configuration,8.5.0.200903161744,com.ibm.collaboration.realtime.toolkit.configuration,1350582006398
stopped,bundle,com.ibm.rcp.tools.environment.configuration,6.2.2.20100816-1002,com.ibm.rcp.tools.environment.configuration,1350582006398
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.306.v200811200248,org.eclipse.jst.ws.axis.creation.ui,1350582006399
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.305.v200809301934,org.eclipse.jst.ws.axis.consumption.ui,1350582006400
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.4.v200901212148,org.eclipse.jst.ws.consumption.ui,1350582006401
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.201.v200811062130,org.eclipse.jst.j2ee.webservice.ui,1350582006401
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.203.v200810222000,org.eclipse.jst.servlet.ui,1350582006402
stopped,bundle,org.eclipse.jst.jee.ui,1.0.104.v200902040818,org.eclipse.jst.jee.ui,1350582006402
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.203.v200901290400,org.eclipse.jst.j2ee.navigator.ui,1350582006403
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.jca.ui,1350582006404
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.206.v200901280857,org.eclipse.jst.j2ee.ui,1350582006425
